영화제목,에그지수,관람포인트,실관람평개수,감독1,감독2,감독3,감독4,감독5,배우1,배우2,배우3,배우4,배우5,배우6,남자,여자,10대,20대,30대,40대,50대
기타맨,68.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1162,이선정,김종면,,,,이선정,김새론,,,,,53,47,1,6,21,32,40
어브로드,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,145,지오바니 푸무,,,,,임영주,장성범,,,,,51,49,4,17,32,26,21
미야자키 하야오: 자연의 영혼,92.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,2696,레오 파비에,,,,,미야자키 하야오,요네바야시 히로마사,미야자키 고로,스즈키 토시오,,,46,54,2,22,28,24,25
페니키안 스킴,90.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,2288,웨스 앤더슨,,,,,톰 행크스,스칼렛 요한슨,제프리 라이트,브라이언 크랜스톤,베니시오 델 토로,,45,55,1,29,34,19,16
바다호랑이,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2006,정윤철,,,,,이지훈,박호산,손성호,,,,48,52,1,6,19,33,41
브링 허 백,85.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5771,대니 필리포,마이클 필리포,,,,샐리 호킨스,스티븐 필립스,빌리 배럿,조나 렌 필립스,,,48,52,0,27,31,21,22
귤레귤레,93.0,배우연기가 메소드급인 공감되는 영화,256,고봉수,,,,,이희준,정춘,서예화,신민재,,,53,47,0,12,31,29,28
니캡,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,140,리치 페피아트,,,,,마이클 패스벤더,도너 디니,모 차라,조시 워커,,,45,55,0,27,34,20,19
2035: 더 그린라이트,76.0,스토리가 탄탄하고 긴장을 늦출 수 없는 영화,12,박재인,,,,,오태경,유일한,정인기,기주봉,,,67,33,0,4,42,34,20
극장판 블리치 : 페이드 투 블랙,89.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,29,아베 노리유키,,,,,,,,,,,35,65,6,52,23,8,11
인피니트 15주년 콘서트 리미티드 에디션 더 무비,99.0,영상미가 뛰어나고 감동적인 영화,633,손석,,,,,이성열,김성규,이성종,남우현,,,6,94,0,52,32,9,6
엘리오,95.0,영상미가 뛰어나고 감동적인 영화,7606,아드리안 몰리나,매들린 샤라피안,도미 시,,,브래드 가렛,자밀라 자밀,,,,,37,63,3,26,29,33,7
위장수사,80.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1867,T. 아마트부신,,,,,기주봉,장지건,서은지,이도규,오란처크트 처크턱바야르,,52,48,1,6,19,32,41
플란다스의 개,96.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,114,봉준호,,,,,배두나,이성재,,,,,44,56,1,36,45,12,6
아미코,87.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,426,모리이 유스케,,,,,오사와 카나,이우라 아라타,오노 마치코,,,,54,46,2,21,33,23,22
세하별,75.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1252,김우석,,,,,이문식,안이서,장윤서,조관우,,,52,48,1,5,19,34,41
네이키드 런치,85.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,479,데이비드 크로넨버그,,,,,피터 웰러,주디 데이비스,,,,,47,53,0,38,30,16,16
후레루.,88.0,영상미가 뛰어나고 상상력을 자극하는 영화,2349,나가이 타츠유키,,,,,마에다 켄타로,반도 료타,나가세 렌,,,,48,52,3,19,24,26,28
킹 오브 킹스,91.0,스토리가 탄탄하고 감동적인 영화,4542,장성호,,,,,이하늬,로만 그리핀 데이비스,피어스 브로스넌,케네스 브래너,,,39,61,1,11,23,40,18
괴기열차,75.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1921,탁세웅,,,,,최보민,주현영,전배수,,,,44,56,24,22,18,21,9
모네의 수련. 물과 빛의 마법,80.0,영상미가 뛰어나고 감동적인 영화,22,조반니 트로일로,,,,,엘리사 라소스키,,,,,,23,77,0,5,15,22,58
더 치킨,87.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,652,네오 소라,,,,,,,,,,,50,50,1,22,30,26,21
된장이,79.0,배우연기가 메소드급인 유쾌한 영화,117,조한별,,,,,이문식,이주원,강지영,유순웅,,,65,35,0,9,46,24,21
사스콰치 선셋,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,193,데이비드 젤너,나단 젤너,,,,크리스토프 자야츠 데넥,라일리 키오,나단 젤너,제시 아이젠버그,,,55,45,1,23,32,24,21
극장판 블리치 : 지옥편,82.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,22,아베 노리유키,,,,,모리타 마사카즈,오리카사 후미코,,,,,33,67,9,56,20,8,7
우리들의 교복시절,94.0,배우연기가 메소드급인 공감되는 영화,1401,촹칭션,,,,,구이태,항첩여,진연비,,,,50,50,1,11,28,29,30
발코니의 여자들,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,667,노에미 메를랑,,,,,산다 코드레아누,수헤일라 야쿠브,노에미 메를랑,,,,29,71,1,30,32,15,13
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,97.0,영상미가 뛰어나고 상상력을 자극하는 영화,2274,변희선,,,,,정재헌,강은애,조경이,김도희,엠머슨브룩김,,35,65,0,4,64,25,3
구마수녀 - 들러붙었구나,69.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,98,노홍진,,,,,스테파니 리,김태연,이신성,김정민,,,70,30,0,0,60,10,30
망국전쟁 : 뉴라이트의 시작,92.0,스토리가 탄탄하고 공감되는 영화,26,구진형,,,,,,,,,,,60,40,1,3,14,34,25
좀비딸,92.0,배우연기가 메소드급인 유쾌한 영화,24651,필감성,,,,,조여정,최유리,조정석,윤경호,,,40,60,5,23,24,33,12
씨그널: 바다의 마지막 신호,97.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,52,이지윤,박정례,,,,,,,,,,80,20,0,0,40,10,50
꼬마마법사 주니토니,96.0,스토리가 탄탄하고 상상력을 자극하는 영화,2122,서동해,,,,,이소영,홍소영,엄상현,김연우,,,39,61,1,3,49,32,5
명탐정 코난: 척안의 잔상,96.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,6924,시게하라 카츠야,,,,,손수호,우정신,이정구,김선혜,,,29,71,15,49,13,15,7
3670,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1218,박준호,,,,,조대희,조유현,김현목,,,,59,41,2,18,34,23,10
메간 2.0,93.0,배우연기가 메소드급인 스트레스가 해소되는 영화,1028,제라드 존스톤,,,,,팀 샤프,저메인 클레멘트,앨리슨 윌리암스,이바나 사크노,아리스토틀 아타리,,68,32,2,15,32,26,25
이상한 집,76.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2312,이시카와 준이치,,,,,마미야 쇼타로,카와에이 리나,사토 지로,,,,45,55,16,21,19,21,11
배드 가이즈 2,99.0,스토리가 탄탄하고 기분이 좋아지는 영화,1921,피에르 페리펠,,,,,샘 록웰,크레이그 로빈슨,알렉스 볼스타인,릴리 싱,,,36,64,2,5,29,58,5
귀멸의 칼날: 환락의 거리 결전편,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,379,소토자키 하루오,,,,,코니시 카츠유키,키토 아카리,하나에 나츠키,,,,43,57,7,45,25,15,9
귀멸의 칼날: 환락의 거리 잠입편,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,236,소토자키 하루오,,,,,코니시 카츠유키,키토 아카리,하나에 나츠키,,,,42,58,5,34,32,15,13
판타스틱 4: 새로운 출발,88.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,13576,맷 샤크먼,,,,,랄프 이네슨,에본 모스-바크라크,조셉 퀸,바네사 커비,,,63,37,4,23,29,28,13
오키나와 블루노트,81.0,영상미가 뛰어나고 기분이 좋아지는 영화,42,조성규,,,,,황승언,김동완,,,,,49,51,2,12,28,29,18
"하이큐!! 리에프 등장! & VS""낙제점""",98.0,스토리가 탄탄하고 유쾌한 영화,204,미츠나카 스스무,,,,,무라세 아유무,이시카와 카이토,,,,,19,81,27,34,10,22,7
강령: 귀신놀이,74.0,배우연기가 메소드급인 오싹하게 무서운 영화,3226,손동완,,,,,김예림,이찬형,김은비,서동현,,,44,56,23,21,17,22,9
귀멸의 칼날: 도공 마을 이어진 인연편,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,300,소토자키 하루오,,,,,키토 아카리,하나에 나츠키,,,,,49,51,10,34,23,21,9
귀멸의 칼날: 도공 마을 적습편,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,276,소토자키 하루오,,,,,키토 아카리,하나에 나츠키,,,,,47,53,8,28,25,26,10
반 고흐. 밀밭과 구름 낀 하늘,98.0,스토리가 탄탄하고 감동적인 영화,39,조반니 피스칼리아,,,,,발레리아 브루니 테데스키,,,,,,31,69,0,4,12,20,23
야당: 익스텐디드 컷,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1249,황병국,,,,,유해진,채원빈,강하늘,류경수,,,49,51,3,25,24,23,13
"나의 아픈, 사랑이야기",89.0,배우연기가 메소드급인 설렘이 가득한 영화,1228,허부상,,,,,첨회운,류수보,황관지,강제,,,51,49,4,15,25,27,14
악마가 이사왔다,86.0,배우연기가 메소드급인 유쾌한 영화,10347,이상근,,,,,성동일,주현영,임윤아,안보현,,,41,59,4,21,25,27,15
아무렇지 않은 얼굴,85.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,318,하마구치 류스케,,,,,,,,,,,60,40,3,38,30,15,9
천국은 아직 멀어,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,404,하마구치 류스케,,,,,,,,,,,59,41,3,40,29,15,9
온리 갓 노우즈 에브리띵,68.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2060,백승환,,,,,신승호,전소민,한지은,박명훈,,,48,52,3,11,24,30,16
아임 스틸 히어,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1009,월터 살레스,,,,,셀튼 멜로,페르난다 토레스,페르난다 몬테네그로,,,,48,52,2,23,30,22,15
제프 맥페트리지: 드로잉 라이프,98.0,스토리가 탄탄하고 영감을 주는 영화,77,댄 코버트,,,,,제프 맥페트리지,소피아 코폴라,스파이크 존즈,,,,40,60,1,11,30,32,17
마지막 숙제,97.0,배우연기가 메소드급인 감동적인 영화,177,이정철,,,,,박상면,윤현숙,엄태웅,전수경,,,43,58,3,14,22,31,22
극장판 귀멸의 칼날: 무한성편,96.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,18056,소토자키 하루오,,,,,우에다 레이나,스즈무라 켄이치,세키 토모카즈,사쿠라이 타카히로,하나자와 카나,,55,45,9,41,25,17,6
검은 령,82.0,배우연기가 메소드급인 오싹하게 무서운 영화,54,김현준,,,,,김혜나,김병춘,곽수진,송승현,아누팜 트리파티,,56,44,12,17,25,20,14
폭스 헌트,82.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,76,장립가,,,,,양조위,장오월,단혁굉,올가 쿠릴렌코,,,54,46,1,9,21,28,22
어글리 시스터,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3346,에밀리 블리치펠트,,,,,테아 소피 로흐 내스,레아 미렌,,,,,39,61,3,31,27,19,12
긴키 지방의 어느 장소에 대하여,81.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2820,시라이시 코지,,,,,아카소 에이지,칸노 미호,,,,,43,57,25,36,17,14,6
독립군: 끝나지 않은 전쟁,94.0,스토리가 탄탄하고 감동적인 영화,646,문승욱,,,,,조진웅,,,,,,48,52,1,7,14,31,33
살인자 리포트,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4200,조영준,,,,,조여정,정성일,김태한,,,,47,53,2,32,27,21,13
내 말 좀 들어줘,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,396,마이크 리,,,,,미셸 오스틴,마리안 장 밥티스트,,,,,43,57,2,22,32,20,16
백! 스테이지,96.0,OST가 명곡인 몰입하여 보게 되는 영화,142,방성준,,,,,윤호,이창민,배재영,이찬우,,,8,92,17,47,24,7,3
노바디2,93.0,배우연기가 메소드급인 스트레스가 해소되는 영화,3679,티모 타잔토,,,,,샤론 스톤,코니 닐슨,RZA,콜린 행크스,,,61,39,1,16,25,26,22
프리키 프라이데이 2,95.0,배우연기가 메소드급인 유쾌한 영화,1429,니샤 가나트라,,,,,제이미 리 커티스,린제이 로한,채드 마이클 머레이,소피아 해먼스,,,32,68,2,21,37,20,12
아기돼지 3형제: 도넛별 대모험,94.0,영상미가 뛰어나고 상상력을 자극하는 영화,913,유위,,,,,김채하,김아롱,장미,박준원,,,45,55,1,5,39,34,8
홈캠,80.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1112,오세호,,,,,윤별하,윤세아,권혁,,,,47,53,8,20,24,24,13
첫사랑 엔딩,92.0,배우연기가 메소드급인 설렘이 가득한 영화,2066,리우 유린,,,,,류호존,송위룡,,,,,27,73,24,38,11,16,7
침공,54.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2274,J 블레이크슨,,,,,알렉스 로,닉 로빈슨,클로이 모레츠,,,,55,45,3,23,28,36,10
비밀일 수밖에,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,146,김대환,,,,,옥지영,박지일,박지아,스테파니 리,,,44,56,3,23,27,23,13
러브 송,85.0,배우연기가 메소드급인 공감되는 영화,180,앤드류 첸,,,,,이슨 시에,부맹백,가가연,,,,54,46,1,18,29,28,24
베베,97.0,영상미가 뛰어나고 상상력을 자극하는 영화,2274,변희선,,,,,정재헌,강은애,조경이,김도희,엠머슨브룩김,,35,65,0,4,64,25,3
신입기자 토롯코,91.0,배우연기가 메소드급인 유쾌한 영화,135,코바야시 케이이치,,,,,후지요시 카린,타카이시 아카리,,,,,61,39,3,23,29,20,14
허트 로커,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,749,캐트린 비글로우,,,,,가이 피어스,안소니 마키,브라이언 게라그티,제레미 레너,,,57,43,1,25,35,21,18
건국전쟁2,99.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,40,김덕영,,,,,브라이언 마이어스,김영중,마이클 브린,,,,47,53,0,9,22,24,23
킬러들의 비행,81.0,배우연기가 메소드급인 스트레스가 해소되는 영화,46,제임스 매디건,,,,,조쉬 하트넷,,,,,,72,28,0,4,36,27,20
가족의 비밀,90.0,배우연기가 메소드급인 감동적인 영화,36,이상훈,,,,,김보윤,김법래,김혜은,,,,56,44,2,11,24,37,14
이끼,87.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1773,강우석,,,,,허준호,유선,유준상,김준배,,,0,0,0,50,0,0,50
이클립스,86.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1083,데이빗 슬레이드,,,,,크리스틴 스튜어트,테일러 로트너,로버트 패틴슨,다코타 패닝,,,60,40,15,30,10,30,15
인셉션,99.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,1577,크리스토퍼 놀란,,,,,레오나르도 디카프리오,마이클 케인,마리옹 꼬띠아르,톰 베린저,,,47,53,3,45,31,12,9
악마를 보았다,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1460,김지운,,,,,이병헌,최민식,,,,,86,14,0,14,0,86,0
더 도어,63.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3131,장항준,,,,,이순원,강애심,서영주,,,,40,60,2,14,30,29,25
보물을 찾아서,95.0,스토리가 탄탄하고 상상력을 자극하는 영화,3742,벤 스타센,벤자밋 모스켓,,,,김소희(1),정성익,서정익,,,,40,60,1,6,28,43,22
된장,79.0,배우연기가 메소드급인 유쾌한 영화,117,조한별,,,,,이문식,이주원,강지영,유순웅,,,65,35,0,9,46,24,21
부당거래,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2629,류승완,,,,,유해진,황정민,류승범,,,,55,45,0,39,31,14,15
모던 타임즈,98.0,배우연기가 메소드급인 유쾌한 영화,623,찰리 채플린,,,,,헨리 버그맨,파울레트 고다르,찰리 채플린,,,,46,54,1,33,33,18,14
소셜 네트워크,94.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,151,데이빗 핀처,,,,,조셉 마젤로,제시 아이젠버그,아미 해머,앤드류 가필드,,,57,43,2,30,35,15,19
배트맨 비긴즈,99.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,4857,크리스토퍼 놀란,,,,,월리 피스터,모건 프리먼,크리스찬 베일,게리 올드만,,,52,48,2,32,36,19,10
하트 비트,91.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,107,자비에 돌란,,,,,앤 도벌,니엘스 슈나이더,자비에 돌란,모니아 초크리,,,36,64,0,34,32,18,17
두 여자,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,306,알림 칸,,,,,탈리드 아리스,조안나 스캔런,나탈리 리샤르,,,,39,61,0,16,31,25,28
휴일,82.0,배우연기가 메소드급인 유쾌한 영화,2170,이덕희,,,,,강신일,정상훈,임창정,공형진,,,45,55,2,32,32,23,11
마스크,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,889,알베르 뒤퐁텔,,,,,에밀리 드켄,알베르 뒤퐁텔,로랑 라피트,나우엘 페레즈 비스카야트,닐스 아르스트럽,,34,66,0,25,37,20,18
해리 포터와 죽음의 성물1,97.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,4696,데이빗 예이츠,,,,,루퍼트 그린트,엠마 왓슨,다니엘 래드클리프,,,,25,75,12,40,25,14,8
라푼젤,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1517,바이론 하워드,나단 그레노,,,,제커리 리바이,맨디 무어,,,,,29,71,4,61,24,7,4
얼굴,85.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,318,하마구치 류스케,,,,,,,,,,,60,40,3,38,30,15,9
백치,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,380,라스 폰 트리에,,,,,얀스 알비너스,안느 루이즈 해싱,보딜 요르겐센,,,,63,37,0,45,29,12,14
"구름의 저편, 약속의 장소",80.0,영상미가 뛰어나고 상상력을 자극하는 영화,149,신카이 마코토,,,,,난리 유카,요시오카 히데타카,하기와라 마사토,,,,67,33,2,28,28,24,17
파수꾼,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,904,윤성현,,,,,조성하,이제훈,서준영,박정민,,,25,75,6,48,29,11,7
레네트와 미라벨의 네가지 모험,99.0,영상미가 뛰어나고 기분이 좋아지는 영화,501,에릭 로메르,,,,,제시카 포드,조엘 미쿠엘,,,,,38,62,1,31,35,17,15
겨울 이야기,97.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,143,에릭 로메르,,,,,샤롯 베리,,,,,,37,63,1,32,29,18,19
로마의 휴일,82.0,배우연기가 메소드급인 유쾌한 영화,2170,이덕희,,,,,강신일,정상훈,임창정,공형진,,,45,55,2,32,32,23,11
안티크라이스트,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,306,라스 폰 트리에,,,,,윌렘 데포,샤를로뜨 갱스부르,,,,,66,34,0,36,28,18,17
고백,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,236,나카시마 테츠야,,,,,마츠 다카코,,,,,,56,44,0,25,35,23,18
만추,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1768,김태용,,,,,탕웨이,현빈,,,,,37,63,0,34,38,17,10
더 브레이브,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2242,조셉 코신스키,,,,,앤디 맥도웰,제프 브리지스,마일즈 텔러,조슈 브롤린,,,56,44,1,23,33,25,18
블랙 스완,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1493,대런 아로노프스키,,,,,바바라 허쉬,세니아 솔로,벤자민 마일피드,세바스찬 스탠,나탈리 포트만,,39,61,1,43,30,15,12
순수한 사람들,94.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,113,,,,,,로라 안토넬리,지안카를로 지아니니,,,,,36,64,1,29,30,21,19
위험한 상견례,70.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3807,김진영,,,,,박은혜,전수경,진세연,김응수,,,41,59,5,38,23,24,9
영원,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,334,하마구치 류스케,,,,,카와이 아오바,칸노 리오,,,,,58,42,3,39,29,15,10
큐어,71.0,배우연기가 메소드급인 긴장을 늦출 수 없는 영화,6243,고어 버빈스키,,,,,제이슨 아이삭스,미아 고스,데인 드한,셀리아 아임리,,,41,59,0,59,25,10,6
엄마 까투리,97.0,스토리가 탄탄하고 감동적인 영화,2462,정길훈,,,,,이지현,이윤희,전해리,김서영,,,33,67,1,4,51,35,9
스쿨 오브 락,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1053,리처드 링클레이터,,,,,마이크 화이트,잭 블랙,사라 실버맨,조안 쿠삭,,,37,63,2,37,33,18,10
라스트 나잇,91.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,3773,에드가 라이트,,,,,다이아나 리그,리타 터싱햄,토마신 맥켄지,테렌스 스탬프,안야 테일러 조이,,48,52,0,39,29,17,15
소스 코드,89.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1293,던칸 존스,,,,,미셸 모나한,베라 파미가,제이크 질렌할,,,,56,44,1,37,39,10,14
증오,82.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,895,데이빗 핀처,,,,,크리스토퍼 플러머,루니 마라,다니엘 크레이그,로빈 라이트,,,48,52,1,41,38,20,0
더 로드,97.0,OST가 명곡인 감동적인 영화,221,김재중,,,,,이재한,,,,,,4,96,3,46,31,10,11
헝거,87.0,영상미가 뛰어나고 스트레스가 해소되는 영화,962,게리 로스,,,,,우디 해럴슨,스탠리 투치,리암 헴스워스,조쉬 허처슨,제니퍼 로렌스,,50,50,3,37,38,23,0
콜렉터,69.0,배우연기가 메소드급인 긴장을 늦출 수 없는 영화,688,데이비드 에이어,,,,,바비 소토,샤이아 라보프,엘피디아 칼리로,,,,71,29,0,10,27,26,37
레 미제라블,92.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,1700,래드 리,,,,,잔느 발리바,제브릴 종가,알렉시스 마넨티,다미엔 보나드,,,47,53,1,21,33,24,20
악인,82.0,배우연기가 메소드급인 유쾌한 영화,606,류승완,,,,,박시연,공효진,임원희,,,,66,34,1,19,35,26,20
룰루,87.0,스토리가 탄탄하고 유쾌한 영화,1583,,,,,,김서영,엄상현,강시현,김연우,전태열,,32,68,0,2,53,42,2
벨벳 골드마인,84.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,555,토드 헤인즈,,,,,조나단 리스 마이어스,토니 콜렛,이완 맥그리거,,,,31,69,0,39,34,15,11
주말,94.0,배우연기가 메소드급인 감동적인 영화,2117,리처드 론크레인,,,,,모건 프리먼,클레어 반 더 붐,신시아 닉슨,다이안 키튼,,,32,68,1,24,33,20,23
형사 Duelist,83.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1241,이명세,,,,,안성기,강동원,송영창,윤주상,,,18,82,3,42,38,12,5
마당을 나온 암탉,94.0,스토리가 탄탄하고 감동적인 영화,1040,오성윤,,,,,최민식,유승호,박철민,문소리,,,40,60,1,13,54,28,3
세 얼간이,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,380,라지쿠마르 히라니,,,,,셔먼 조쉬,마드하반,아미르 칸,,,,33,67,1,45,34,12,7
태극기 휘날리며,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2481,강제규,,,,,장동건,공형진,이은주,원빈,,,56,44,1,28,35,20,16
이매진,93.0,OST가 명곡인 감동적인 영화,2059,앤드류 어윈,존 어윈,,,,클로리스 리치먼,트레이스 에드킨스,매들린 캐롤,J. 마이클 핀리,,,40,60,1,21,30,24,24
고지전,94.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2467,장훈(1),,,,,김옥빈,조진웅,정인기,류승룡,,,8,92,0,54,46,0,0
마천루,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1352,코다마 켄지,,,,,,,,,,,27,73,16,45,15,15,8
찰리와 초콜릿 공장,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1379,팀 버튼,,,,,프레디 하이모어,조니 뎁,,,,,27,73,1,5,15,49,24
혹성탈출,94.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,2009,루퍼트 와이어트,,,,,브라이언 콕스,프리다 핀토,앤디 서키스,톰 펠튼,제임스 프랭코,,52,48,2,41,40,16,0
갈매기,87.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1513,,,,,,메어 위닝햄,엘리자베스 모스,존 테니,빌리 하울,아네트 베닝,,29,71,2,28,31,20,18
싸이코,98.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,1783,알프레드 히치콕,,,,,베라 마일즈,안소니 퍼킨스,,,,,37,63,0,45,33,13,8
성,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,557,최동훈,,,,,염정아,백윤식,천호진,이문식,,,44,56,0,42,34,13,11
세 얼간이 감독판,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,380,라지쿠마르 히라니,,,,,셔먼 조쉬,마드하반,아미르 칸,,,,33,67,1,45,34,12,7
도가니,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3821,황동혁,,,,,정유미,공유,,,,,43,57,3,52,31,14,0
안녕하세요,91.0,배우연기가 메소드급인 감동적인 영화,1869,차봉주,,,,,박현숙,송재림,오동민,김환희,,,47,53,1,11,25,31,31
동경의 황혼,95.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,189,오즈 야스지로,,,,,류 치슈,야마다 이스즈,아리마 이네코,하라 세츠코,,,61,39,2,30,30,19,20
의뢰인,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2024,손영성,,,,,박희순,하정우,장혁,,,,46,54,4,51,31,14,0
만춘,97.0,감독연출가 훌륭하고 감동적인 영화,221,오즈 야스지로,,,,,미시마 마사오,하라 세츠코,류 치슈,,,,59,42,1,28,30,18,23
오차즈케의 맛,96.0,감독연출가 훌륭하고 공감되는 영화,187,오즈 야스지로,,,,,사부리 신,코구레 미치요,츠루타 코지,,,,55,45,1,24,28,22,25
이어도,93.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,105,김기영,,,,,최윤석,김정철,이화시,권미혜,,,59,41,1,36,35,20,9
동경 이야기,99.0,감독연출가 훌륭하고 공감되는 영화,544,오즈 야스지로,,,,,하라 세츠코,히가시야마 치에코,류 치슈,,,,54,46,1,29,31,18,20
완득이,94.0,배우연기가 메소드급인 감동적인 영화,4556,이한,,,,,박효주,김윤석,유아인,김상호,,,45,55,4,43,33,20,0
사운드 오브 뮤직,99.0,OST가 명곡인 몰입하여 보게 되는 영화,1170,로버트 와이즈,,,,,크리스토퍼 플러머,리차드 헤이든,엘레노어 파커,줄리 앤드류스,,,26,74,1,43,30,16,9
오즈의 마법사,82.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,297,알베르토 마르,,,,,,,,,,,26,74,1,4,51,39,6
인 타임,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,784,줄리언 파리노,,,,,켈리 맥도날드,베아트리체 화이트,사스키아 리브스,베네딕트 컴버배치,스티븐 캠벨 무어,,30,70,1,28,33,20,18
악질경찰,79.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,8785,이정범,,,,,임형국,김민재,권한솔,남문철,,,52,48,0,27,32,25,16
나인 송즈,59.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,305,마이클 윈터바텀,,,,,마고 스타일리,키에란 오브라이언,,,,,51,49,0,24,31,27,18
아무르,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1112,미카엘 하네케,,,,,이자벨 위페르,엠마누엘 리바,장-루이 트린티냥,,,,38,62,1,33,34,18,14
